English,Mon,Original_Definition
Occupation,ဗျာပရ,"(n) [P.] occupation, business."
Occupational,မဆေၚ်စပ်ကဵုအပ္ဍဲဒၞာဲကမၠောန်,(adj) occupational.
Occupier   မၞိဟ်လုပ်တန်တဴ၊  မၞိဟ်လုပ်ဖျေံသ္ဇိုၚ်မံၚ်။,occupy,"vt. (pt.pp.-pied)  မံၚ်၊  တန်တဴ။  ၂။  ကေတ်ဒၞာဲ။  ၃။  စွံပ္တန်စိုတ်အရီု။  ၄။  သီကေတ်ထောံဒၞာဲနကဵုဇြဟတ်။  occupancy (n)  ပွမသီကေတ်။  occupant, occupier (n)  မၞိဟ်လုပ်တန်တဴ၊  မၞိဟ်လုပ်ဖျေံသ္ဇိုၚ်မံၚ်။"
Occupier.  မၞိဟ်လုပ်တန်တဴ။,မၞိဟ်လုပ်ဖျေံသ္ဇိုၚ်မံၚ်,"(n) occupant, occupier. [id] မၞိဟ်လုပ်တန်တဴ။"
Occur,ဒှ်ကၠုၚ်,"(v) happen, occur, take place."
Occurrence,ဒဒှ်,"(n) happening, occurrence, episode, event, becoming, stage, condition, circumstance, being, becoming,  status, rank, position, sort, kind, {the} fact {that}."
Occurrence,အဟိုတ်,"1 (n) [P. hetu ‘cause’ with prefix] occurrence, event, [P. ahito] (n) enemy.   အဟိုတ်သတ်တိရစ္ဆာန် (n) non-rational being, animal."
Occurrence.  အဟိုတ်။,ဒဒှ်မက္တဵုဒှ်,(n) occurrence. [id] အဟိုတ်။
Occurring in spoken language in set phr.    ဗွဲမဂၠိုၚ်  inquantity.    ဗွဲမလောန်  exceedingly,မ,"5 (pcs.) lit, particle subordintiong.    (v) {phr} to (n) head, occurring in spoken language in set phr.    ဗွဲမဂၠိုၚ် (adv) inquantity.    ဗွဲမလောန် (adv) exceedingly, and others with ဗွဲ။    မပ္တံကဵု (adv) {introducing enumeration} beginning with.    ဗဵုလဗးမပ္တံကဵုဒပ်ပၞာန်ချေံကဵုဒပ်ပၞာန်တိုက် (n) an escort consisting of cavalry and infantry."
Ocean,ဂၚ်မှာသၟိတ်,(n) ocean.
Ocean,သာဂရ,"(n) [P.] sea, ocean."
Ocean,သဳဒန်,"(n) the deep, ocean."
Ocean liner,က္ၜၚ်ဇၞော်ပ္ဍိုက်မၞိဟ်ဂြိပ်တတ်ဂၚ်,(n) ocean liner.
Ocean liner.  က္ၜၚ်တတ်မှာသၟိတ်။,က္ၜၚ်တတ်ဂၚ်,(n) ocean liner. [id] က္ၜၚ်တတ်မှာသၟိတ်။
Ocean side,ဇိုၚ်မှာသၟိတ်,"(n) sea side, ocean side."
Ocean.  က္ၜဳမှာသၟိတ်။,က္ၜဳဇၞော်,"(n) sea, ocean. [id] က္ၜဳမှာသၟိတ်။"
Ocean.  မှာသၟိတ်၊ က္ၜိသၟာသၟိတ်။,သၟာသၟိတ်,"(n) [P. mahasamuddo] sea, ocean. [id.] မှာသၟိတ်၊ က္ၜိသၟာသၟိတ်။"
Ocean.  ၜဳမှာသၟိတ်။,ၜဳဇၞော်,"(n) sea, ocean. [id.] ၜဳမှာသၟိတ်။"
Ochre,ခၞိက်တိသာ်မိတ်,(n) ochre.
Ocimum canum,တၞံဝါၚ်,"(n) sag, basil, Ocimum canum, species of mint."
Ocimum canum,ဝါၚ်,"1 (n) basil, Ocimum canum, species of mint."
Octagonal,မနွံကဵုဒ္ကဴဒ္စာံတၞုၚ်,(adj) octagonal.
October.  roughly corresponding to ဂိတုဝှ်။,ဂိတုအံက်တဝ်ဗာ,(n) [Eng.] October. [Mon] roughly corresponding to ဂိတုဝှ်။
Octopus,ကဗဝဲါ,"(n) octopus, [id] ကအဝဲါ။"
